code|name|vocabulary
C08DA51|verapamil, combinations|ATC
C08DB01|diltiazem; oral|ATC
C08EA01|fendiline|ATC
C08EA02|bepridil; oral|ATC
C08EX01|lidoflazine; oral|ATC
C08EX02|perhexiline; oral|ATC
C08GA01|nifedipine and diuretics|ATC
C08GA02|amlodipine and diuretics|ATC
C09AA01|captopril; oral|ATC
C09AA02|enalapril; oral, parenteral|ATC
C09AA03|lisinopril; oral|ATC
C09AA04|perindopril; oral|ATC
C09AA05|ramipril; oral|ATC
C09AA06|quinapril; oral, parenteral|ATC
C09AA07|benazepril; oral|ATC
C09AA08|cilazapril; oral|ATC
C09AA09|fosinopril; oral|ATC
C09AA10|trandolapril; oral|ATC
C09AA11|spirapril; oral|ATC
C09AA12|delapril; oral|ATC
C09AA13|moexipril; oral|ATC
C09AA14|temocapril; oral|ATC
C09AA15|zofenopril; oral|ATC
C09AA16|imidapril; oral|ATC
C09BA01|captopril and diuretics|ATC
C09BA02|enalapril and diuretics|ATC
C09BA03|lisinopril and diuretics|ATC
C09BA04|perindopril and diuretics|ATC
C09BA05|ramipril and diuretics|ATC
C09BA06|quinapril and diuretics|ATC
C09BA07|benazepril and diuretics|ATC
C09BA08|cilazapril and diuretics|ATC
C09BA09|fosinopril and diuretics|ATC
C09BA12|delapril and diuretics|ATC
C09BA13|moexipril and diuretics|ATC
C09BA15|zofenopril and diuretics|ATC
C09BB02|enalapril and lercanidipine|ATC
C09BB03|lisinopril and amlodipine|ATC
C09BB04|perindopril and amlodipine|ATC
C09BB05|ramipril and felodipine|ATC
C09BB06|enalapril and nitrendipine|ATC
C09BB07|ramipril and amlodipine|ATC
C09BB10|trandolapril and verapamil|ATC
C09BB12|delapril and manidipine|ATC
C09BB13|benazepril and amlodipine|ATC
C09BB14|zofenopril and amlodipine|ATC
C09BX01|perindopril, amlodipine and indapamide|ATC
C09BX02|perindopril and bisoprolol|ATC
C09BX03|ramipril, amlodipine and hydrochlorothiazide|ATC
C09BX04|perindopril, bisoprolol and amlodipine|ATC
C09BX05|ramipril and bisoprolol|ATC
C09BX06|perindopril, bisoprolol, amlodipine and indapamide|ATC
C09BX07|zofenopril and nebivolol|ATC
C09CA01|losartan; oral|ATC
C09CA02|eprosartan; oral|ATC
C09CA03|valsartan; oral|ATC
C09CA04|irbesartan; oral|ATC
C09CA05|tasosartan|ATC
C09CA06|candesartan; oral|ATC
C09CA07|telmisartan; oral|ATC
C09CA08|olmesartan medoxomil; oral|ATC
C09CA09|azilsartan medoxomil; oral|ATC
C09CA10|fimasartan; oral|ATC
C09DA01|losartan and diuretics|ATC
C09DA02|eprosartan and diuretics|ATC
C09DA03|valsartan and diuretics|ATC
C09DA04|irbesartan and diuretics|ATC
C09DA06|candesartan and diuretics|ATC
C09DA07|telmisartan and diuretics|ATC
C09DA08|olmesartan medoxomil and diuretics|ATC
C09DA09|azilsartan medoxomil and diuretics|ATC
C09DA10|fimasartan and diuretics|ATC
C09DB01|valsartan and amlodipine|ATC
C09DB02|olmesartan medoxomil and amlodipine|ATC
C09DB04|telmisartan and amlodipine|ATC
C09DB05|irbesartan and amlodipine|ATC
C09DB06|losartan and amlodipine|ATC
C09DB07|candesartan and amlodipine|ATC
C09DB08|valsartan and lercanidipine|ATC
C09DB09|fimasartan and amlodipine|ATC
C09DX01|valsartan, amlodipine and hydrochlorothiazide|ATC
C09DX02|valsartan and aliskiren|ATC
C09DX03|olmesartan medoxomil, amlodipine and hydrochlorothiazide|ATC
C09DX04|valsartan and sacubitril|ATC
C09DX05|valsartan and nebivolol|ATC
C09DX06|candesartan, amlodipine and hydrochlorothiazide|ATC
C09DX07|irbesartan, amlodipine and hydrochlorothiazide|ATC
C09DX08|telmisartan, amlodipine and hydrochlorothiazide|ATC
C09DX09|candesartan, amlodipine and indapamide|ATC
C09XA01|remikiren|ATC
C09XA02|aliskiren; oral|ATC
C09XA52|aliskiren and hydrochlorothiazide|ATC
C09XA53|aliskiren and amlodipine|ATC
C09XA54|aliskiren, amlodipine and hydrochlorothiazide|ATC
C09XX01|sparsentan; oral|ATC
C10AA01|simvastatin; oral|ATC
C10AA02|lovastatin; oral|ATC
C10AA03|pravastatin; oral|ATC
C10AA04|fluvastatin; oral|ATC
C10AA05|atorvastatin; oral|ATC
C10AA06|cerivastatin; oral|ATC
C10AA07|rosuvastatin; oral|ATC
C10AA08|pitavastatin; oral|ATC
C10AA51|[U] simvastatin, combinations|ATC
C10AA52|[U] lovastatin, combinations|ATC
C10AA53|[U] pravastatin, combinations|ATC
C10AA55|[U] atorvastatin, combinations|ATC
C10AB01|clofibrate; oral|ATC
C10AB02|bezafibrate; oral|ATC
C10AB03|aluminium clofibrate|ATC
C10AB04|gemfibrozil; oral|ATC
C10AB05|fenofibrate; oral|ATC
C10AB06|simfibrate|ATC
C10AB07|ronifibrate|ATC
C10AB08|ciprofibrate; oral|ATC
C10AB09|etofibrate|ATC
C10AB10|clofibride|ATC
C10AB11|choline fenofibrate; oral|ATC
C10AB12|pemafibrate|ATC
C10AC01|colestyramine; oral|ATC
C10AC02|colestipol; oral|ATC
C10AC03|colextran|ATC
C10AC04|colesevelam; oral|ATC
C10AD01|niceritrol; oral|ATC
C10AD02|nicotinic acid; oral|ATC
C10AD03|nicofuranose|ATC
C10AD04|aluminium nicotinate|ATC
C10AD05|nicotinyl alcohol (pyridylcarbinol); oral|ATC
C10AD06|acipimox; oral|ATC
C10AD52|nicotinic acid, combinations|ATC
C10AX01|dextrothyroxine; oral|ATC
C10AX02|probucol|ATC
C10AX03|tiadenol|ATC
C10AX04|[U] benfluorex|ATC
C10AX05|meglutol|ATC
C10AX06|omega-3-triglycerides incl. other esters and acids; oral|ATC
C10AX07|magnesium pyridoxal 5-phosphate glutamate|ATC
C10AX08|policosanol|ATC
C10AX09|ezetimibe; oral|ATC
C10AX10|alipogene tiparvovec|ATC
C10AX11|mipomersen|ATC
C10AX12|lomitapide; oral|ATC
C10AX13|evolocumab; parenteral|ATC
C10AX14|alirocumab; parenteral|ATC
C10AX15|bempedoic acid; oral|ATC
C10AX16|inclisiran; parenteral|ATC
C10AX17|evinacumab|ATC
C10AX18|volanesorsen; parenteral|ATC
C10AX19|lerodalcibep|ATC
C10BA01|lovastatin and nicotinic acid|ATC
C10BA02|simvastatin and ezetimibe|ATC
C10BA03|pravastatin and fenofibrate|ATC
C10BA04|simvastatin and fenofibrate|ATC
C10BA05|atorvastatin and ezetimibe|ATC
C10BA06|rosuvastatin and ezetimibe|ATC
C10BA07|rosuvastatin and omega-3 fatty acids|ATC
C10BA08|atorvastatin and omega-3 fatty acids|ATC
C10BA09|rosuvastatin and fenofibrate|ATC
C10BA10|bempedoic acid and ezetimibe|ATC
C10BA11|pravastatin and ezetimibe|ATC
C10BA12|pravastatin, ezetimibe and fenofibrate|ATC
C10BA13|pitavastatin and ezetimibe|ATC
C10BA14|pitavastatin and fenofibrate|ATC
C10BA15|rosuvastatin, ezetimibe and fenofibrate|ATC
C10BA16|atorvastatin and fenofibrate|ATC
C10BX01|simvastatin and acetylsalicylic acid; oral|ATC
C10BX02|pravastatin and acetylsalicylic acid|ATC
C10BX03|atorvastatin and amlodipine|ATC
C10BX04|simvastatin, acetylsalicylic acid and ramipril|ATC
C10BX05|rosuvastatin and acetylsalicylic acid|ATC
C10BX06|atorvastatin, acetylsalicylic acid and ramipril|ATC
C10BX07|rosuvastatin, amlodipine and lisinopril|ATC
C10BX08|atorvastatin and acetylsalicylic acid|ATC
C10BX09|rosuvastatin and amlodipine|ATC
C10BX10|rosuvastatin and valsartan|ATC
C10BX11|atorvastatin, amlodipine and perindopril|ATC
C10BX12|atorvastatin, acetylsalicylic acid and perindopril|ATC
C10BX13|rosuvastatin, perindopril and indapamide|ATC
C10BX14|rosuvastatin, amlodipine and perindopril|ATC
C10BX15|atorvastatin and perindopril|ATC
C10BX16|rosuvastatin and fimasartan|ATC
C10BX17|rosuvastatin and ramipril|ATC
C10BX18|atorvastatin, amlodipine and ramipril|ATC
C10BX19|atorvastatin, amlodipine and candesartan|ATC
C10BX20|rosuvastatin and telmisartan|ATC
C10BX21|rosuvastatin and perindopril|ATC
C10BX22|rosuvastatin and nebivolol|ATC
C10BX23|rosuvastatin, amlodipine and ramipril|ATC
C10BX24|rosuvastatin, amlodipine and telmisartan|ATC
D01AA01|nystatin|ATC
D01AA02|natamycin|ATC
D01AA03|hachimycin|ATC
D01AA04|pecilocin|ATC
D01AA06|mepartricin|ATC
D01AA07|pyrrolnitrin|ATC
D01AA08|griseofulvin|ATC
D01AA20|antibiotics in combination with corticosteroids|ATC
D01AC01|clotrimazole|ATC
D01AC02|miconazole|ATC
D01AC03|econazole|ATC
D01AC04|chlormidazole|ATC
D01AC05|isoconazole|ATC
D01AC06|tiabendazole|ATC
D01AC07|tioconazole|ATC
D01AC08|ketoconazole|ATC
D01AC09|sulconazole|ATC
D01AC10|bifonazole|ATC
D01AC11|oxiconazole|ATC
D01AC12|fenticonazole|ATC
D01AC13|omoconazole|ATC
D01AC14|sertaconazole|ATC
D01AC15|fluconazole|ATC
D01AC16|flutrimazole|ATC
D01AC17|eberconazole|ATC
D01AC18|luliconazole|ATC
D01AC19|efinaconazole|ATC
D01AC20|imidazoles/triazoles in combination with corticosteroids|ATC
D01AC21|neticonazole|ATC
D01AC22|lanoconazole|ATC
D01AC52|miconazole, combinations|ATC
D01AC60|bifonazole, combinations|ATC
D01AE01|bromochlorosalicylanilide; ointment|ATC
D01AE02|methylrosaniline; ointment|ATC
D01AE03|tribromometacresol; ointment|ATC
D01AE04|undecylenic acid; ointment|ATC
D01AE05|polynoxylin; ointment|ATC
D01AE06|2-(4-chlorphenoxy)-ethanol; ointment|ATC
D01AE07|chlorphenesin; ointment|ATC
D01AE08|ticlatone; ointment|ATC
D01AE09|sulbentine; ointment|ATC
D01AE10|ethyl hydroxybenzoate; ointment|ATC
D01AE11|haloprogin; ointment|ATC
D01AE12|salicylic acid; ointment|ATC
D01AE13|selenium sulfide; ointment|ATC
D01AE14|ciclopirox; ointment|ATC
D01AE15|terbinafine; ointment|ATC
D01AE16|amorolfine; ointment|ATC
D01AE17|dimazole; ointment|ATC
D01AE18|tolnaftate; ointment|ATC
D01AE19|tolciclate; ointment|ATC
D01AE20|other antifungals for topical use - combinations; ointment|ATC
D01AE21|flucytosine; ointment|ATC
D01AE22|naftifine; ointment|ATC
D01AE23|butenafine; ointment|ATC
D01AE24|tavaborole; ointment|ATC
D01AE25|liranaftate; ointment|ATC
D01AE54|undecylenic acid, combinations; ointment|ATC
D01BA01|griseofulvin; oral|ATC
D01BA02|terbinafine; oral|ATC
D01BA03|fosravuconazole; oral|ATC
D02AE01|carbamide|ATC
D02AE51|carbamide, combinations|ATC
D02BA01|aminobenzoic acid; ointment|ATC
D02BA02|octinoxate; ointment|ATC
D02BB01|betacarotene; oral|ATC
D02BB02|afamelanotide|ATC
D03AX01|cadexomer iodine|ATC
D03AX02|dextranomer|ATC
D03AX03|dexpanthenol|ATC
D03AX04|calcium pantothenate|ATC
D03AX05|hyaluronic acid|ATC
D03AX06|becaplermin|ATC
D03AX07|[U] glyceryl trinitrate|ATC
D03AX08|[U] isosorbide dinitrate|ATC
D03AX09|crilanomer|ATC
D03AX10|enoxolone|ATC
D03AX11|sodium chlorite|ATC
D03AX12|trolamine|ATC
D03AX13|Betulae cortex|ATC
D03AX14|Centella asiatica herba, incl. combinations|ATC
D03AX15|trafermin|ATC
D03AX16|beremagene geperpavec|ATC
D03AX17|diperoxochloric acid|ATC
D03BA01|trypsin|ATC
D03BA02|collagenase|ATC
D03BA03|bromelains|ATC
D03BA52|collagenase, combinations|ATC
D04AA01|thonzylamine; ointment|ATC
D04AA02|mepyramine; ointment|ATC
D04AA03|thenalidine; ointment|ATC
D04AA04|tripelennamine; ointment|ATC
D04AA09|chloropyramine; ointment|ATC
D04AA10|promethazine; ointment|ATC
D04AA12|tolpropamine; ointment|ATC
D04AA13|dimetindene; ointment|ATC
D04AA14|clemastine; ointment|ATC
D04AA15|bamipine; ointment|ATC
D04AA16|pheniramine; ointment|ATC
D04AA22|isothipendyl; ointment|ATC
D04AA32|diphenhydramine; ointment|ATC
D04AA33|diphenhydramine methylbromide; ointment|ATC
D04AA34|chlorphenoxamine; ointment|ATC
D04AB01|lidocaine; ointment|ATC
D04AB02|cinchocaine; ointment|ATC
D04AB03|oxybuprocaine; ointment|ATC
D04AB04|benzocaine; ointment|ATC
D04AB05|quinisocaine; ointment|ATC
D04AB06|tetracaine; ointment|ATC
D04AB07|pramocaine; ointment|ATC
D04AX01|doxepin|ATC
D05AC01|dithranol|ATC
D05AC51|dithranol, combinations|ATC
D05AD01|trioxysalen; ointment|ATC
D05AD02|methoxsalen; ointment|ATC
D05AX01|fumaric acid; ointment|ATC
D05AX02|calcipotriol; ointment|ATC
D05AX03|calcitriol; ointment|ATC
D05AX04|tacalcitol; ointment|ATC
D05AX05|tazarotene; ointment|ATC
D05AX06|roflumilast; ointment|ATC
D05AX07|tapinarof; ointment|ATC
D05AX52|calcipotriol, combinations; ointment|ATC
D05AX55|tazarotene and ulobetasol; ointment|ATC
D05BA01|trioxysalen; oral|ATC
D05BA02|methoxsalen; oral|ATC
D05BA03|bergapten|ATC
D05BB01|etretinate; oral|ATC
D05BB02|acitretin; oral|ATC
D05BX51|fumaric acid derivatives, combinations|ATC
D06AA01|demeclocycline|ATC
D06AA02|chlortetracycline|ATC
D06AA03|oxytetracycline|ATC
D06AA04|tetracycline|ATC
D06AX01|fusidic acid; ointment|ATC
D06AX02|chloramphenicol; ointment|ATC
D06AX04|neomycin; ointment|ATC
D06AX05|bacitracin; ointment|ATC
D06AX07|gentamicin; ointment|ATC
D06AX08|tyrothricin; ointment|ATC
D06AX09|mupirocin; ointment|ATC
D06AX10|virginiamycin; ointment|ATC
D06AX11|rifaximin; ointment|ATC
D06AX12|amikacin; ointment|ATC
D06AX13|retapamulin; ointment|ATC
D06AX14|ozenoxacin; ointment|ATC
D06AX15|rifamycin; ointment|ATC
D06BA01|silver sulfadiazine|ATC
D06BA02|sulfathiazole|ATC
D06BA03|mafenide|ATC
D06BA04|sulfamethizole|ATC
D06BA05|sulfanilamide|ATC
D06BA06|sulfamerazine|ATC
D06BA51|silver sulfadiazine, combinations|ATC
D06BB01|idoxuridine|ATC
D06BB02|tromantadine|ATC
D06BB03|aciclovir|ATC
D06BB04|podophyllotoxin|ATC
D06BB05|inosine|ATC
D06BB06|penciclovir|ATC
D06BB07|lysozyme|ATC
D06BB08|ibacitabine|ATC
D06BB09|edoxudine|ATC
D06BB10|imiquimod|ATC
D06BB11|docosanol|ATC
D06BB12|sinecatechins|ATC
D06BB13|berdazimer sodium|ATC
D06BB53|aciclovir, combinations|ATC
D06BX01|metronidazole|ATC
D06BX02|ingenol mebutate|ATC
D06BX03|tirbanibulin|ATC
D07AA01|methylprednisolone|ATC
D07AA02|hydrocortisone|ATC
D07AA03|prednisolone|ATC
D07AB01|clobetasone|ATC
D07AB02|hydrocortisone butyrate|ATC
D07AB03|flumetasone|ATC
D07AB04|fluocortin|ATC
D07AB05|fluperolone|ATC
D07AB06|fluorometholone|ATC
D07AB07|fluprednidene|ATC
D07AB08|desonide|ATC
D07AB09|triamcinolone|ATC
D07AB10|alclometasone|ATC
D07AB11|hydrocortisone buteprate|ATC
D07AB19|dexamethasone|ATC
D07AB21|clocortolone|ATC
D07AB30|combinations of corticosteroids|ATC
D07AC01|betamethasone|ATC
D07AC02|fluclorolone|ATC
D07AC03|desoximetasone|ATC
D07AC04|fluocinolone acetonide|ATC
D07AC05|fluocortolone|ATC
D07AC06|diflucortolone|ATC
D07AC07|fludroxycortide|ATC
D07AC08|fluocinonide|ATC
D07AC09|budesonide|ATC
D07AC10|diflorasone|ATC
D07AC11|amcinonide|ATC
D07AC12|halometasone|ATC
D07AC13|mometasone|ATC
D07AC14|methylprednisolone aceponate|ATC
D07AC15|beclometasone|ATC
D07AC16|hydrocortisone aceponate|ATC
D07AC17|fluticasone|ATC
D07AC18|prednicarbate|ATC
D07AC19|difluprednate|ATC
D07AC21|ulobetasol|ATC
D07AD01|clobetasol|ATC
D07AD02|halcinonide|ATC
D07BA01|prednisolone and antiseptics|ATC
D07BA04|hydrocortisone and antiseptics|ATC
D07BB01|flumetasone and antiseptics|ATC
D07BB02|desonide and antiseptics|ATC
D07BB03|triamcinolone and antiseptics|ATC
D07BB04|hydrocortisone butyrate and antiseptics|ATC
D07BC01|betamethasone and antiseptics|ATC
D07BC02|fluocinolone acetonide and antiseptics|ATC
D07BC03|fluocortolone and antiseptics|ATC
D07BC04|diflucortolone and antiseptics|ATC
D07CA01|hydrocortisone and antibiotics|ATC
D07CA02|methylprednisolone and antibiotics|ATC
D07CA03|prednisolone and antibiotics|ATC
D07CB01|triamcinolone and antibiotics|ATC
D07CB02|fluprednidene and antibiotics|ATC
D07CB03|fluorometholone and antibiotics|ATC
D07CB04|dexamethasone and antibiotics|ATC
D07CB05|flumetasone and antibiotics|ATC
D07CC01|betamethasone and antibiotics|ATC
D07CC02|fluocinolone acetonide and antibiotics|ATC
D07CC03|fludroxycortide and antibiotics|ATC
D07CC04|beclometasone and antibiotics|ATC
D07CC05|fluocinonide and antibiotics|ATC
D07CC06|fluocortolone and antibiotics|ATC
D07CD01|clobetasol and antibiotics|ATC
D07XA01|hydrocortisone|ATC
D07XA02|prednisolone|ATC
D07XB01|flumetasone|ATC
D07XB02|triamcinolone|ATC
D07XB03|fluprednidene|ATC
D07XB04|fluorometholone|ATC
D07XB05|dexamethasone|ATC
D07XB30|combinations of corticosteroids|ATC
D07XC01|betamethasone|ATC
D07XC02|desoximetasone|ATC
D07XC03|mometasone|ATC
D07XC04|diflucortolone|ATC
D07XC05|fluocortolone|ATC
D08AA01|ethacridine lactate|ATC
D08AA02|aminoacridine|ATC
D08AA03|euflavine|ATC
D08AC01|dibrompropamidine|ATC
D08AC02|chlorhexidine|ATC
D08AC03|propamidine|ATC
D08AC04|hexamidine|ATC
D08AC05|polihexanide|ATC
D08AC52|chlorhexidine, combinations|ATC
D08AE01|hexachlorophene|ATC
D08AE02|policresulen|ATC
D08AE03|phenol|ATC
D08AE04|triclosan|ATC
D08AE05|chloroxylenol|ATC
D08AE06|biphenylol|ATC
D08AF01|nitrofural|ATC
D08AG01|iodine/octylphenoxypolyglycolether|ATC
D08AG02|povidone-iodine|ATC
D08AG03|iodine|ATC
D08AG04|diiodohydroxypropane|ATC
D08AH01|dequalinium|ATC
D08AH02|chlorquinaldol|ATC
D08AH03|oxyquinoline|ATC
D08AH30|clioquinol|ATC
D08AJ01|benzalkonium|ATC
D08AJ02|cetrimonium|ATC
D08AJ03|cetylpyridinium|ATC
D08AJ04|cetrimide|ATC
D08AJ05|benzoxonium chloride|ATC
D08AJ06|didecyldimethylammonium chloride|ATC
D08AJ08|benzethonium chloride|ATC
D08AJ10|decamethoxine|ATC
D08AJ57|octenidine, combinations|ATC
D08AJ58|benzethonium chloride, combinations|ATC
D08AJ59|dodeclonium bromide, combinations|ATC
D08AK01|mercuric amidochloride|ATC
D08AK02|phenylmercuric borate|ATC
D08AK03|mercuric chloride|ATC
D08AK04|merbromin|ATC
D08AK05|mercury, metallic|ATC
D08AK06|thiomersal|ATC
D08AK30|mercuric iodide|ATC
D08AL01|silver nitrate|ATC
D08AL30|silver|ATC
D08AX01|hydrogen peroxide|ATC
D08AX02|eosin|ATC
D08AX03|propanol|ATC
D08AX04|tosylchloramide sodium|ATC
D08AX05|isopropanol|ATC
D08AX06|potassium permanganate|ATC
D08AX07|sodium hypochlorite|ATC
D08AX08|ethanol|ATC
D08AX53|propanol, combinations|ATC
D09AA01|framycetin|ATC
D09AA02|fusidic acid|ATC
D09AA03|nitrofural|ATC
D09AA04|phenylmercuric nitrate|ATC
D09AA05|benzododecinium|ATC
D09AA06|triclosan|ATC
D09AA07|cetylpyridinium|ATC
D09AA08|aluminium chlorohydrate|ATC
D09AA09|povidone-iodine|ATC
D09AA10|clioquinol|ATC
D09AA11|benzalkonium|ATC
D09AA12|chlorhexidine|ATC
D09AA13|iodoform|ATC
D09AB01|zinc bandage without supplements|ATC
D09AB02|zinc bandage with supplements|ATC
D10AA01|fluorometholone|ATC
D10AA02|methylprednisolone|ATC
D10AA03|dexamethasone|ATC
D10AB01|bithionol|ATC
D10AB02|sulfur|ATC
D10AB03|tioxolone|ATC
D10AB05|mesulfen|ATC
D10AD01|tretinoin; ointment|ATC
D10AD02|retinol; ointment|ATC
D10AD03|adapalene; ointment|ATC
D10AD04|isotretinoin; ointment|ATC
D10AD05|motretinide; ointment|ATC
D10AD06|trifarotene; ointment|ATC
D10AD51|tretinoin, combinations; ointment|ATC
D10AD53|adapalene, combinations; ointment|ATC
D10AD54|isotretinoin, combinations; ointment|ATC
D10AE01|benzoyl peroxide|ATC
D10AE51|benzoyl peroxide, combinations|ATC
D10AF01|clindamycin|ATC
D10AF02|erythromycin|ATC
D10AF03|chloramphenicol|ATC
D10AF04|meclocycline|ATC
D10AF05|nadifloxacin|ATC
D10AF06|sulfacetamide|ATC
D10AF07|minocycline|ATC
D10AF51|clindamycin, combinations|ATC
D10AF52|erythromycin, combinations|ATC
D10AX01|aluminium chloride; ointment|ATC
D10AX02|resorcinol; ointment|ATC
D10AX03|azelaic acid; ointment|ATC
D10AX04|aluminium oxide; ointment|ATC
D10AX05|dapsone; ointment|ATC
D10AX06|clascoterone; ointment|ATC
D10AX30|other anti-acne preparations for topical use - various combinations; ointment|ATC
D10BA01|isotretinoin; oral|ATC
D10BX01|ichtasol; oral|ATC
D11AA01|glycopyrronium|ATC
D11AA02|sofpironium bromide|ATC
D11AC01|cetrimide|ATC
D11AC02|cadmium compounds|ATC
D11AC03|selenium compounds|ATC
D11AC06|povidone-iodine|ATC
D11AC08|sulfur compounds|ATC
D11AC09|xenysalate|ATC
D11AC30|others|ATC
D11AE01|metandienone; ointment|ATC
D11AH01|tacrolimus|ATC
D11AH02|pimecrolimus|ATC
D11AH03|cromoglicic acid|ATC
D11AH04|alitretinoin; oral|ATC
D11AH05|dupilumab; parenteral|ATC
D11AH06|crisaborole|ATC
D11AH07|tralokinumab; parenteral|ATC
D11AH08|abrocitinib; oral|ATC
D11AH09|ruxolitinib|ATC
D11AH10|lebrikizumab; parenteral|ATC
D11AH11|delgocitinib|ATC
D11AH12|nemolizumab|ATC
D11AX01|minoxidil|ATC
D11AX02|gamolenic acid; oral|ATC
D11AX03|calcium gluconate|ATC
D11AX04|lithium succinate|ATC
D11AX05|magnesium sulfate|ATC
D11AX06|mequinol|ATC
D11AX08|tiratricol|ATC
D11AX09|oxaceprol|ATC
D11AX10|finasteride; oral|ATC
D11AX11|hydroquinone|ATC
D11AX12|pyrithione zinc|ATC
D11AX13|monobenzone|ATC
D11AX14|[U] tacrolimus|ATC
D11AX15|[U] pimecrolimus|ATC
D11AX16|eflornithine|ATC
D11AX17|[U] cromoglicic acid|ATC
D11AX18|diclofenac|ATC
D11AX19|[U] alitretinoin|ATC
D11AX21|brimonidine|ATC
D11AX22|ivermectin|ATC
D11AX23|aminobenzoate potassium|ATC
D11AX24|deoxycholic acid|ATC
D11AX25|hydrogen peroxide|ATC
D11AX26|caffeine|ATC
D11AX27|oxymetazoline|ATC
D11AX52|gamolenic acid, combinations|ATC
D11AX57|collagen, combinations|ATC
G01AA01|nystatin; vaginal|ATC
G01AA02|natamycin; vaginal|ATC
G01AA03|amphotericin B; vaginal|ATC
G01AA04|candicidin; vaginal|ATC
G01AA05|chloramphenicol|ATC
G01AA06|hachimycin|ATC
G01AA07|oxytetracycline|ATC
G01AA08|carfecillin|ATC
G01AA09|mepartricin|ATC
G01AA10|clindamycin; vaginal|ATC
G01AA11|pentamycin|ATC
G01AA51|nystatin, combinations|ATC
G01AB01|acetarsol; vaginal|ATC
G01AC01|diiodohydroxyquinoline; vaginal|ATC
G01AC02|clioquinol|ATC
G01AC03|chlorquinaldol; vaginal|ATC
G01AC05|dequalinium; vaginal|ATC
G01AC06|broxyquinoline; vaginal|ATC
G01AC30|oxyquinoline|ATC
G01AD01|lactic acid|ATC
G01AD02|acetic acid|ATC
G01AD03|ascorbic acid; vaginal|ATC
G01AE01|sulfatolamide|ATC
G01AE10|combinations of sulfonamides|ATC
G01AF01|metronidazole; vaginal|ATC
G01AF02|clotrimazole; vaginal|ATC
G01AF04|miconazole; vaginal|ATC
G01AF05|econazole; vaginal|ATC
G01AF06|ornidazole|ATC
G01AF07|isoconazole; vaginal|ATC
G01AF08|tioconazole; vaginal|ATC
G01AF11|ketoconazole; vaginal|ATC
G01AF12|fenticonazole; vaginal|ATC
G01AF13|azanidazole|ATC
G01AF14|propenidazole|ATC
G01AF15|butoconazole; vaginal|ATC
G01AF16|omoconazole|ATC
G01AF17|oxiconazole|ATC
G01AF18|flutrimazole|ATC
G01AF19|sertaconazole|ATC
G01AF20|combinations of imidazole derivatives|ATC
G01AF21|tinidazole; vaginal|ATC
G01AF55|econazole, combinations|ATC
G01AG02|terconazole; vaginal|ATC
G01AX01|clodantoin; vaginal|ATC
G01AX02|inosine|ATC
G01AX03|policresulen; vaginal|ATC
G01AX05|nifuratel; oral, vaginal|ATC
G01AX06|furazolidone|ATC
G01AX09|methylrosaniline|ATC
G01AX11|povidone-iodine; vaginal|ATC
G01AX12|ciclopirox|ATC
G01AX13|protiofate|ATC
G01AX14|lactobacillus|ATC
G01AX15|copper usnate|ATC
G01AX16|hexetidine|ATC
G01AX17|dapivirine|ATC
G01AX66|octenidine, combinations|ATC
G02AB01|methylergometrine; oral, parenteral|ATC
G02AB02|ergot alkaloids|ATC
G02AB03|ergometrine; oral, parenteral|ATC
G02AC01|methylergometrine and oxytocin|ATC
G02AD01|dinoprost; parenteral|ATC
G02AD02|dinoprostone; oral, vaginal|ATC
G02AD03|gemeprost; vaginal|ATC
G02AD04|carboprost; parenteral|ATC
G02AD05|sulprostone; parenteral|ATC
G02AD06|misoprostol; oral, vaginal|ATC
G02BA01|plastic IUD; implant|ATC
G02BA02|plastic IUD with copper; implant|ATC
G02BA03|plastic IUD with progestogen; implant|ATC
G02BB01|vaginal ring with progestogen and estrogen; vaginal|ATC
G02BB02|vaginal ring with progestogen; vaginal|ATC
G02CA01|ritodrine; oral, parenteral|ATC
G02CA02|buphenine; parenteral|ATC
G02CA03|fenoterol|ATC
G02CB01|bromocriptine; oral, parenteral|ATC
G02CB02|lisuride; oral|ATC
G02CB03|cabergoline; oral|ATC
G02CB04|quinagolide; oral|ATC
G02CB05|metergoline|ATC
G02CB06|terguride|ATC
G02CC01|ibuprofen; vaginal|ATC
G02CC02|naproxen; vaginal|ATC
G02CC03|benzydamine; vaginal|ATC
G02CC04|flunoxaprofen; vaginal|ATC
G02CX01|atosiban; parenteral|ATC
G02CX02|flibanserin|ATC
G02CX03|Agni casti fructus|ATC
G02CX04|Cimicifugae rhizoma|ATC
G02CX05|bremelanotide|ATC
G02CX06|fezolinetant; oral|ATC
G02CX07|elinzanetant|ATC
G03AA01|etynodiol and ethinylestradiol|ATC
G03AA02|quingestanol and ethinylestradiol|ATC
G03AA03|lynestrenol and ethinylestradiol|ATC
G03AA04|megestrol and ethinylestradiol|ATC
G03AA05|norethisterone and ethinylestradiol|ATC
G03AA06|norgestrel and ethinylestradiol|ATC
G03AA07|levonorgestrel and ethinylestradiol|ATC
G03AA08|medroxyprogesterone and ethinylestradiol|ATC
G03AA09|desogestrel and ethinylestradiol|ATC
G03AA10|gestodene and ethinylestradiol|ATC
G03AA11|norgestimate and ethinylestradiol|ATC
G03AA12|drospirenone and ethinylestradiol|ATC
G03AA13|norelgestromin and ethinylestradiol|ATC
G03AA14|nomegestrol and estradiol|ATC
