code|name|vocabulary
J06BB10|diphtheria immunoglobulin|ATC
J06BB11|hepatitis A immunoglobulin|ATC
J06BB12|encephalitis, tick borne immunoglobulin|ATC
J06BB13|pertussis immunoglobulin|ATC
J06BB14|measles immunoglobulin|ATC
J06BB15|mumps immunoglobulin|ATC
J06BB16|[U] palivizumab|ATC
J06BB17|[U] motavizumab|ATC
J06BB18|[U] raxibacumab|ATC
J06BB19|anthrax immunoglobulin|ATC
J06BB21|[U] bezlotoxumab|ATC
J06BB22|[U] obiltoxaximab|ATC
J06BB30|specific immunoglobulins - combinations|ATC
J06BC01|nebacumab; parenteral|ATC
J06BC02|raxibacumab|ATC
J06BC03|bezlotoxumab|ATC
J06BC04|obiltoxaximab|ATC
J06BD01|palivizumab|ATC
J06BD02|motavizumab|ATC
J06BD03|tixagevimab and cilgavimab|ATC
J06BD04|ansuvimab|ATC
J06BD05|sotrovimab; parenteral|ATC
J06BD06|regdanvimab|ATC
J06BD07|casirivimab and imdevimab|ATC
J06BD08|nirsevimab|ATC
J06BD09|sipavibart|ATC
J06BD10|clesrovimab|ATC
J06BD11|libevitug|ATC
J07AC01|anthrax antigen|ATC
J07AD01|brucella antigen|ATC
J07AE01|cholera, inactivated, whole cell|ATC
J07AE02|cholera, live attenuated|ATC
J07AE51|cholera, combinations with typhoid vaccine, inactivated, whole cell|ATC
J07AF01|diphtheria toxoid|ATC
J07AG01|haemophilus influenzae B, purified antigen conjugated|ATC
J07AG51|haemophilus influenzae B, combinations with toxoids|ATC
J07AG52|haemophilus influenzae B, combinations with pertussis and toxoids|ATC
J07AG53|haemophilus influenzae B, combinations with meningococcus C, conjugated|ATC
J07AG54|haemophilus influenza B, combinations with meningococcus C,Y, conjugated|ATC
J07AH01|meningococcus A, purified polysaccharides antigen|ATC
J07AH02|other meningococcal monovalent purified polysaccharides antigen|ATC
J07AH03|meningococcus A,C, bivalent purified polysaccharides antigen|ATC
J07AH04|meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen|ATC
J07AH05|other meningococcal polyvalent purified polysaccharides antigen|ATC
J07AH06|meningococcus B, outer membrane vesicle vaccine|ATC
J07AH07|meningococcus C, purified polysaccharides antigen conjugated|ATC
J07AH08|meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated|ATC
J07AH09|meningococcus B, multicomponent vaccine|ATC
J07AH10|meningococcus A, purified polysaccharides antigen conjugated|ATC
J07AH11|meningococcus A,B,C,Y,W-135, pentavalent purified polysaccharides antigen conjugated and factor H binding protein|ATC
J07AJ01|pertussis, inactivated, whole cell|ATC
J07AJ02|pertussis, purified antigen|ATC
J07AJ51|pertussis, inactivated, whole cell, combinations with toxoids|ATC
J07AJ52|pertussis, purified antigen, combinations with toxoids|ATC
J07AK01|plague, inactivated, whole cell|ATC
J07AL01|pneumococcus, purified polysaccharides antigen|ATC
J07AL02|pneumococcus, purified polysaccharides antigen conjugated|ATC
J07AL52|pneumococcus purified polysaccharides antigen and haemophilus influenzae, conjugated|ATC
J07AM01|tetanus toxoid|ATC
J07AM51|tetanus toxoid, combinations with diphtheria toxoid|ATC
J07AM52|tetanus toxoid, combinations with tetanus immunoglobulin|ATC
J07AN01|tuberculosis, live attenuated|ATC
J07AP01|typhoid, oral, live attenuated|ATC
J07AP02|typhoid, inactivated, whole cell|ATC
J07AP03|typhoid, purified polysaccharide antigen|ATC
J07AP10|typhoid, combinations with paratyphi types|ATC
J07AR01|typhus exanthematicus, inactivated, whole cell|ATC
J07AX01|leptospira vaccines|ATC
J07BA01|encephalitis, tick borne, inactivated, whole virus|ATC
J07BA02|encephalitis, Japanese, inactivated, whole virus|ATC
J07BA03|encephalitis, Japanese, live attenuated|ATC
J07BB01|influenza, inactivated, whole virus|ATC
J07BB02|influenza, inactivated, split virus or surface antigen|ATC
J07BB03|influenza, live attenuated|ATC
J07BB04|influenza, virus like particles|ATC
J07BB05|influenza, RNA-based vaccine|ATC
J07BB55|influenza and covid-19, RNA-based vaccine|ATC
J07BC01|hepatitis B, purified antigen|ATC
J07BC02|hepatitis A, inactivated, whole virus|ATC
J07BC20|hepatitis vaccines - combinations|ATC
J07BD01|measles, live attenuated|ATC
J07BD51|measles, combinations with mumps, live attenuated|ATC
J07BD52|measles, combinations with mumps and rubella, live attenuated|ATC
J07BD53|measles, combinations with rubella, live attenuated|ATC
J07BD54|measles, combinations with mumps, rubella and varicella, live attenuated|ATC
J07BE01|mumps, live attenuated|ATC
J07BF01|poliomyelitis oral, monovalent, live attenuated|ATC
J07BF02|poliomyelitis oral, trivalent, live attenuated|ATC
J07BF03|poliomyelitis, trivalent, inactivated, whole virus|ATC
J07BF04|poliomyelitis oral, bivalent, live attenuated|ATC
J07BG01|rabies, inactivated, whole virus|ATC
J07BH01|rota virus, live attenuated|ATC
J07BH02|rota virus, pentavalent, live, reassorted|ATC
J07BJ01|rubella, live attenuated|ATC
J07BJ51|rubella, combinations with mumps, live attenuated|ATC
J07BK01|varicella, live attenuated|ATC
J07BK02|zoster, live attenuated|ATC
J07BK03|zoster, purified antigen|ATC
J07BL01|yellow fever, live attenuated|ATC
J07BM01|papillomavirus (human types 6, 11, 16, 18)|ATC
J07BM02|papillomavirus (human types 16, 18)|ATC
J07BM03|papillomavirus (human types 6, 11, 16, 18, 31, 33, 45, 52, 58)|ATC
J07BN01|covid-19, RNA-based vaccine|ATC
J07BN02|covid-19, viral vector, non-replicating|ATC
J07BN03|covid-19, inactivated virus|ATC
J07BN04|covid-19, protein subunit|ATC
J07BN05|covid-19, virus-like particles|ATC
J07BP01|chikungunya, live attenuated|ATC
J07BP02|chikungunya, virus-like particles|ATC
J07BX01|smallpox and mpox vaccines|ATC
J07BX02|ebola vaccines|ATC
J07BX03|[D] covid-19 vaccines|ATC
J07BX04|dengue virus vaccines|ATC
J07BX05|respiratory syncytial virus vaccines|ATC
J07BX06|enterovirus 71 vaccines|ATC
J07BX07|[D] chikungunya vaccines|ATC
J07CA01|diphtheria-poliomyelitis-tetanus|ATC
J07CA02|diphtheria-pertussis-poliomyelitis-tetanus|ATC
J07CA03|diphtheria-rubella-tetanus|ATC
J07CA04|haemophilus influenzae B and poliomyelitis|ATC
J07CA05|diphtheria-hepatitis B-pertussis-tetanus|ATC
J07CA06|diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus|ATC
J07CA07|diphtheria-hepatitis B-tetanus|ATC
J07CA08|haemophilus influenzae B and hepatitis B|ATC
J07CA09|diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B|ATC
J07CA10|typhoid-hepatitis A|ATC
J07CA11|diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B|ATC
J07CA12|diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B|ATC
J07CA13|diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C|ATC
J07XA01|malaria vaccines|ATC
L01AA01|cyclophosphamide|ATC
L01AA02|chlorambucil|ATC
L01AA03|melphalan|ATC
L01AA05|chlormethine|ATC
L01AA06|ifosfamide|ATC
L01AA07|trofosfamide|ATC
L01AA08|prednimustine|ATC
L01AA09|bendamustine|ATC
L01AA10|melphalan flufenamide|ATC
L01AB01|busulfan|ATC
L01AB02|treosulfan|ATC
L01AB03|mannosulfan|ATC
L01AC01|thiotepa|ATC
L01AC02|triaziquone|ATC
L01AC03|carboquone|ATC
L01AD01|carmustine|ATC
L01AD02|lomustine|ATC
L01AD03|semustine|ATC
L01AD04|streptozocin|ATC
L01AD05|fotemustine|ATC
L01AD06|nimustine|ATC
L01AD07|ranimustine|ATC
L01AD08|uramustine|ATC
L01AG01|etoglucid|ATC
L01AX01|mitobronitol|ATC
L01AX02|pipobroman|ATC
L01AX03|temozolomide|ATC
L01AX04|dacarbazine; parenteral|ATC
L01BA01|methotrexate|ATC
L01BA03|raltitrexed|ATC
L01BA04|pemetrexed|ATC
L01BA05|pralatrexate|ATC
L01BB02|mercaptopurine|ATC
L01BB03|tioguanine|ATC
L01BB04|cladribine; parenteral|ATC
L01BB05|fludarabine|ATC
L01BB06|clofarabine|ATC
L01BB07|nelarabine|ATC
L01BC01|cytarabine|ATC
L01BC02|fluorouracil|ATC
L01BC03|tegafur|ATC
L01BC04|carmofur|ATC
L01BC05|gemcitabine|ATC
L01BC06|capecitabine|ATC
L01BC07|azacitidine|ATC
L01BC08|decitabine|ATC
L01BC09|floxuridine|ATC
L01BC52|fluorouracil, combinations|ATC
L01BC53|tegafur, combinations|ATC
L01BC58|decitabine, combinations|ATC
L01BC59|trifluridine, combinations|ATC
L01CA01|vinblastine|ATC
L01CA02|vincristine|ATC
L01CA03|vindesine|ATC
L01CA04|vinorelbine|ATC
L01CA05|vinflunine|ATC
L01CA06|vintafolide|ATC
L01CB01|etoposide|ATC
L01CB02|teniposide|ATC
L01CC01|demecolcine|ATC
L01CD01|paclitaxel|ATC
L01CD02|docetaxel|ATC
L01CD03|paclitaxel poliglumex|ATC
L01CD04|cabazitaxel|ATC
L01CD51|paclitaxel and encequidar|ATC
L01CE01|topotecan|ATC
L01CE02|irinotecan|ATC
L01CE03|etirinotecan pegol|ATC
L01CE04|belotecan|ATC
L01CX01|trabectedin|ATC
L01DA01|dactinomycin|ATC
L01DB01|doxorubicin|ATC
L01DB02|daunorubicin|ATC
L01DB03|epirubicin|ATC
L01DB04|aclarubicin|ATC
L01DB05|zorubicin|ATC
L01DB06|idarubicin|ATC
L01DB07|mitoxantrone|ATC
L01DB08|pirarubicin|ATC
L01DB09|valrubicin|ATC
L01DB10|amrubicin|ATC
L01DB11|pixantrone|ATC
L01DC01|bleomycin|ATC
L01DC02|plicamycin|ATC
L01DC03|mitomycin|ATC
L01DC04|ixabepilone|ATC
L01DC05|utidelone|ATC
L01EA01|imatinib; oral|ATC
L01EA02|dasatinib; oral|ATC
L01EA03|nilotinib; oral|ATC
L01EA04|bosutinib; oral|ATC
L01EA05|ponatinib; oral|ATC
L01EA06|asciminib; oral|ATC
L01EB01|gefitinib; oral|ATC
L01EB02|erlotinib; oral|ATC
L01EB03|afatinib; oral|ATC
L01EB04|osimertinib; oral|ATC
L01EB05|rociletinib|ATC
L01EB06|olmutinib|ATC
L01EB07|dacomitinib; oral|ATC
L01EB08|icotinib|ATC
L01EB09|lazertinib|ATC
L01EB10|mobocertinib|ATC
L01EB11|aumolertinib|ATC
L01EB12|firmonertinib; oral|ATC
L01EC01|vemurafenib; oral|ATC
L01EC02|dabrafenib; oral|ATC
L01EC03|encorafenib; oral|ATC
L01EC04|tovorafenib|ATC
L01ED01|crizotinib; oral|ATC
L01ED02|ceritinib; oral|ATC
L01ED03|alectinib; oral|ATC
L01ED04|brigatinib; oral|ATC
L01ED05|lorlatinib; oral|ATC
L01EE01|trametinib; oral|ATC
L01EE02|cobimetinib; oral|ATC
L01EE03|binimetinib; oral|ATC
L01EE04|selumetinib|ATC
L01EE05|mirdametinib|ATC
L01EE06|tunlametinib|ATC
L01EF01|palbociclib; oral|ATC
L01EF02|ribociclib; oral|ATC
L01EF03|abemaciclib; oral|ATC
L01EG01|temsirolimus; parenteral|ATC
L01EG02|everolimus; oral|ATC
L01EG03|ridaforolimus|ATC
L01EG04|sirolimus|ATC
L01EH01|lapatinib; oral|ATC
L01EH02|neratinib; oral|ATC
L01EH03|tucatinib; oral|ATC
L01EH04|zongertinib|ATC
L01EH05|mifanertinib|ATC
L01EH06|sevabertinib|ATC
L01EJ01|ruxolitinib; oral|ATC
L01EJ02|fedratinib; oral|ATC
L01EJ03|pacritinib|ATC
L01EJ04|momelotinib; oral|ATC
L01EK01|axitinib; oral|ATC
L01EK02|cediranib|ATC
L01EK03|tivozanib; oral|ATC
L01EK04|fruquintinib; oral|ATC
L01EK05|rivoceranib|ATC
L01EL01|ibrutinib; oral|ATC
L01EL02|acalabrutinib; oral|ATC
L01EL03|zanubrutinib; oral|ATC
L01EL04|orelabrutinib; oral|ATC
L01EL05|pirtobrutinib; oral|ATC
L01EL06|tirabrutinib|ATC
L01EM01|idelalisib; oral|ATC
L01EM02|copanlisib; parenteral|ATC
L01EM03|alpelisib; oral|ATC
L01EM04|duvelisib; oral|ATC
L01EM05|parsaclisib|ATC
L01EM06|inavolisib; oral|ATC
L01EN01|erdafitinib; oral|ATC
L01EN02|pemigatinib; oral|ATC
L01EN03|infigratinib|ATC
L01EN04|futibatinib|ATC
L01EP01|capmatinib; oral|ATC
L01EP02|tepotinib; oral|ATC
L01EP03|savolitinib|ATC
L01EX01|sunitinib; oral|ATC
L01EX02|sorafenib; oral|ATC
L01EX03|pazopanib; oral|ATC
L01EX04|vandetanib; oral|ATC
L01EX05|regorafenib; oral|ATC
L01EX06|masitinib|ATC
L01EX07|cabozantinib; oral|ATC
L01EX08|lenvatinib; oral|ATC
L01EX09|nintedanib; oral|ATC
L01EX10|midostaurin; oral|ATC
L01EX11|quizartinib|ATC
L01EX12|larotrectinib; oral|ATC
L01EX13|gilteritinib; oral|ATC
L01EX14|entrectinib; oral|ATC
L01EX15|pexidartinib; oral|ATC
L01EX16|[U] erdafitinib|ATC
L01EX17|[U] capmatinib|ATC
L01EX18|avapritinib; oral|ATC
L01EX19|ripretinib; oral|ATC
L01EX20|[U] pemigatinib|ATC
L01EX21|[U] tepotinib|ATC
L01EX22|selpercatinib; oral|ATC
L01EX23|pralsetinib; oral|ATC
L01EX24|surufatinib|ATC
L01EX25|umbralisib|ATC
L01EX26|sitravatinib|ATC
L01EX27|capivasertib; oral|ATC
L01EX28|repotrectinib|ATC
L01EX29|vimseltinib|ATC
L01FA01|rituximab|ATC
L01FA02|ofatumumab|ATC
L01FA03|obinutuzumab; parenteral|ATC
L01FB01|inotuzumab ozogamicin|ATC
L01FB02|moxetumomab pasudotox|ATC
L01FC01|daratumumab; parenteral|ATC
L01FC02|isatuximab|ATC
L01FD01|trastuzumab; parenteral|ATC
L01FD02|pertuzumab; parenteral|ATC
L01FD03|trastuzumab emtansine; parenteral|ATC
L01FD04|trastuzumab deruxtecan; parenteral|ATC
L01FD05|trastuzumab duocarmazine|ATC
L01FD06|margetuximab|ATC
L01FD07|zanidatamab|ATC
L01FE01|cetuximab|ATC
L01FE02|panitumumab|ATC
L01FE03|necitumumab|ATC
L01FF01|nivolumab; parenteral|ATC
L01FF02|pembrolizumab; parenteral|ATC
L01FF03|durvalumab; parenteral|ATC
L01FF04|avelumab; parenteral|ATC
L01FF05|atezolizumab; parenteral|ATC
L01FF06|cemiplimab; parenteral|ATC
L01FF07|dostarlimab|ATC
L01FF08|prolgolimab|ATC
L01FF09|tislelizumab|ATC
L01FF10|retifanlimab|ATC
L01FF11|sugemalimab|ATC
L01FF12|serplulimab|ATC
L01FF13|toripalimab|ATC
L01FF14|camrelizumab|ATC
L01FF15|envafolimab|ATC
L01FF16|sasanlimab|ATC
L01FG01|bevacizumab|ATC
L01FG02|ramucirumab; parenteral|ATC
L01FX01|edrecolomab|ATC
L01FX02|gemtuzumab ozogamicin|ATC
L01FX03|catumaxomab|ATC
L01FX04|ipilimumab; parenteral|ATC
L01FX05|brentuximab vedotin; parenteral|ATC
L01FX06|dinutuximab beta|ATC
L01FX07|blinatumomab; parenteral|ATC
L01FX08|elotuzumab; parenteral|ATC
L01FX09|mogamulizumab|ATC
L01FX10|olaratumab|ATC
L01FX11|bermekimab|ATC
L01FX12|tafasitamab|ATC
L01FX13|enfortumab vedotin|ATC
L01FX14|polatuzumab vedotin|ATC
L01FX15|belantamab mafodotin|ATC
L01FX16|oportuzumab monatox|ATC
L01FX17|sacituzumab govitecan|ATC
L01FX18|amivantamab|ATC
L01FX19|sabatolimab|ATC
L01FX20|tremelimumab|ATC
L01FX21|naxitamab|ATC
L01FX22|loncastuximab tesirine|ATC
L01FX23|tisotumab vedotin|ATC
L01FX24|teclistamab|ATC
L01FX25|mosunetuzumab|ATC
L01FX26|mirvetuximab soravtansine|ATC
L01FX27|epcoritamab|ATC
L01FX28|glofitamab|ATC
L01FX29|talquetamab|ATC
L01FX31|zolbetuximab|ATC
L01FX32|elranatamab|ATC
L01FX33|tarlatamab|ATC
L01FX34|odronextamab|ATC
L01FX35|datopotamab deruxtecan|ATC
L01FX36|patritumab deruxtecan|ATC
L01FX37|linvoseltamab|ATC
L01FX38|ifinatamab deruxtecan|ATC
L01FX39|bemarituzumab|ATC
L01FY01|pertuzumab and trastuzumab|ATC
L01FY02|nivolumab and relatlimab|ATC
L01FY03|prolgolimab and nurulimab|ATC
L01XA01|cisplatin|ATC
L01XA02|carboplatin|ATC
L01XA03|oxaliplatin|ATC
L01XA04|satraplatin|ATC
L01XA05|polyplatillen|ATC
L01XB01|procarbazine; oral|ATC
L01XC01|[U] edrecolomab|ATC
L01XC02|[U] rituximab|ATC
L01XC03|[U] trastuzumab|ATC
L01XC04|[U] alemtuzumab|ATC
L01XC05|[U] gemtuzumab ozogamicin|ATC
L01XC06|[U] cetuximab|ATC
L01XC07|[U] bevacizumab|ATC
L01XC08|[U] panitumumab|ATC
L01XC09|[U] catumaxomab|ATC
L01XC10|[U] ofatumumab|ATC
L01XC11|[U] ipilimumab|ATC
L01XC12|[U] brentuximab vedotin|ATC
L01XC13|[U] pertuzumab|ATC
L01XC14|[U] trastuzumab emtansine|ATC
L01XC15|[U] obinutuzumab|ATC
L01XC16|[U] dinutuximab beta|ATC
L01XC17|[U] nivolumab|ATC
L01XC18|[U] pembrolizumab|ATC
L01XC19|[U] blinatumomab|ATC
L01XC21|[U] ramucirumab|ATC
L01XC22|[U] necitumumab|ATC
L01XC23|[U] elotuzumab|ATC
L01XC24|[U] daratumumab|ATC
L01XC25|[U] mogamulizumab|ATC
L01XC26|[U] inotuzumab ozogamicin|ATC
L01XC27|[U] olaratumab|ATC
L01XC28|[U] durvalumab|ATC
L01XC29|[U] bermekimab|ATC
L01XC31|[U] avelumab|ATC
L01XC32|[U] atezolizumab|ATC
L01XC33|[U] cemiplimab|ATC
L01XC34|[U] moxetumomab pasudotox|ATC
L01XC35|[U] tafasitamab|ATC
L01XC36|[U] enfortumab vedotin|ATC
L01XC37|[U] polatuzumab vedotin|ATC
L01XC38|[U] isatuximab|ATC
L01XC39|[U] belantamab mafodotin|ATC
L01XC40|[U] dostarlimab|ATC
L01XC41|[U] trastuzumab deruxtecan|ATC
L01XC42|[U] prolgolimab|ATC
L01XD01|porfimer sodium|ATC
L01XD02|[U] verteporfin|ATC
L01XD03|methyl aminolevulinate|ATC
L01XD04|aminolevulinic acid|ATC
L01XD05|temoporfin|ATC
L01XD06|efaproxiral|ATC
L01XD07|padeliporfin|ATC
L01XE01|[U] imatinib|ATC
L01XE02|[U] gefitinib|ATC
L01XE03|[U] erlotinib|ATC
L01XE04|[U] sunitinib|ATC
L01XE05|[U] sorafenib|ATC
L01XE06|[U] dasatinib|ATC
L01XE07|[U] lapatinib|ATC
L01XE08|[U] nilotinib|ATC
L01XE09|[U] temsirolimus|ATC
L01XE10|[U] everolimus|ATC
L01XE11|[U] pazopanib|ATC
L01XE12|[U] vandetanib|ATC
L01XE13|[U] afatinib|ATC
L01XE14|[U] bosutinib|ATC
L01XE15|[U] vemurafenib|ATC
L01XE16|[U] crizotinib|ATC
L01XE17|[U] axitinib|ATC
L01XE18|[U] ruxolitinib|ATC
L01XE19|[U] ridaforolimus|ATC
L01XE21|[U] regorafenib|ATC
L01XE22|[U] masitinib|ATC
L01XE23|[U] dabrafenib|ATC
L01XE24|[U] ponatinib|ATC
L01XE25|[U] trametinib|ATC
L01XE26|[U] cabozantinib|ATC
L01XE27|[U] ibrutinib|ATC
L01XE28|[U] ceritinib|ATC
L01XE29|[U] lenvatinib|ATC
L01XE31|[U] nintedanib|ATC
L01XE32|[U] cediranib|ATC
L01XE33|[U] palbociclib|ATC
L01XE34|[U] tivozanib|ATC
L01XE35|[U] osimertinib|ATC
L01XE36|[U] alectinib|ATC
L01XE37|[U] rociletinib|ATC
L01XE38|[U] cobimetinib|ATC
L01XE39|[U] midostaurin|ATC
L01XE40|[U] olmutinib|ATC
L01XE41|[U] binimetinib|ATC
L01XE42|[U] ribociclib|ATC
L01XE43|[U] brigatinib|ATC
L01XE44|[U] lorlatinib|ATC
L01XE45|[U] neratinib|ATC
L01XE46|[U] encorafenib|ATC
L01XE47|[U] dacomitinib|ATC
L01XE48|[U] icotinib|ATC
L01XE50|[U] abemaciclib|ATC
L01XE51|[U] acalabrutinib|ATC
L01XE52|[U] quizartinib|ATC
L01XE53|[U] larotrectinib|ATC
L01XE54|[U] gilteritinib|ATC
L01XE56|[U] entrectinib|ATC
L01XE57|[U] fedratinib|ATC
L01XF01|tretinoin|ATC
L01XF02|alitretinoin|ATC
L01XF03|bexarotene|ATC
L01XG01|bortezomib|ATC
L01XG02|carfilzomib|ATC
L01XG03|ixazomib; oral|ATC
L01XH01|vorinostat|ATC
L01XH02|romidepsin|ATC
L01XH03|panobinostat|ATC
L01XH04|belinostat|ATC
L01XH05|entinostat|ATC
L01XH06|tucidinostat|ATC
L01XH07|resminostat|ATC
L01XJ01|vismodegib; oral|ATC
L01XJ02|sonidegib; oral|ATC
L01XJ03|glasdegib|ATC
L01XK01|olaparib; oral|ATC
L01XK02|niraparib; oral|ATC
L01XK03|rucaparib; oral|ATC
L01XK04|talazoparib|ATC
L01XK05|veliparib|ATC
L01XK06|pamiparib|ATC
L01XK07|senaparib|ATC
L01XK52|niraparib and abiraterone|ATC
L01XL01|sitimagene ceradenovec|ATC
L01XL02|talimogene laherparepvec|ATC
L01XL03|axicabtagene ciloleucel|ATC
L01XL04|tisagenlecleucel|ATC
L01XL05|ciltacabtagene autoleucel|ATC
L01XL06|brexucabtagene autoleucel|ATC
L01XL07|idecabtagene vicleucel|ATC
L01XL08|lisocabtagene maraleucel|ATC
L01XL09|tabelecleucel|ATC
L01XL10|nadofaragene firadenovec|ATC
L01XL11|lifileucel|ATC
L01XL12|obecabtagene autoleucel|ATC
L01XM01|enasidenib|ATC
L01XM02|ivosidenib|ATC
L01XM03|olutasidenib|ATC
L01XM04|vorasidenib|ATC
L01XX01|amsacrine|ATC
L01XX02|asparaginase|ATC
L01XX03|altretamine|ATC
L01XX05|hydroxycarbamide; oral|ATC
L01XX07|lonidamine|ATC
L01XX08|pentostatin|ATC
L01XX09|[U] miltefosine|ATC
L01XX10|masoprocol|ATC
L01XX11|estramustine|ATC
L01XX14|[U] tretinoin|ATC
L01XX16|mitoguazone|ATC
L01XX17|[U] topotecan|ATC
L01XX18|tiazofurine|ATC
L01XX19|[U] irinotecan|ATC
L01XX22|[U] alitretinoin|ATC
L01XX23|mitotane|ATC
L01XX24|pegaspargase|ATC
L01XX25|[U] bexarotene|ATC
L01XX27|arsenic trioxide; parenteral|ATC
L01XX28|[U] imatinib|ATC
L01XX29|denileukin diftitox|ATC
L01XX31|[U] gefitinib|ATC
L01XX32|[U] bortezomib|ATC
L01XX33|celecoxib|ATC
L01XX34|[U] erlotinib|ATC
L01XX35|anagrelide|ATC
L01XX36|oblimersen|ATC
L01XX37|[U] sitimagene ceradenovec|ATC
L01XX38|[U] vorinostat|ATC
L01XX39|[U] romidepsin|ATC
L01XX40|omacetaxine mepesuccinate|ATC
L01XX41|eribulin|ATC
L01XX42|[U] panobinostat|ATC
L01XX43|[U] vismodegib|ATC
L01XX44|aflibercept; parenteral|ATC
L01XX45|[U] carfilzomib|ATC
L01XX46|[U] olaparib|ATC
L01XX47|[U] idelalisib|ATC
L01XX48|[U] sonidegib|ATC
L01XX49|[U] belinostat|ATC
L01XX50|[U] ixazomib|ATC
L01XX51|[U] talimogene laherparepvec|ATC
L01XX52|venetoclax; oral|ATC
L01XX53|vosaroxin|ATC
L01XX54|[U] niraparib|ATC
L01XX55|[U] rucaparib|ATC
L01XX56|[U] etirinotecan pegol|ATC
L01XX57|plitidepsin|ATC
L01XX58|epacadostat|ATC
L01XX59|[U] enasidenib|ATC
L01XX60|[U] talazoparib|ATC
L01XX61|[U] copanlisib|ATC
L01XX62|[U] ivosidenib|ATC
L01XX63|[U] glasdegib|ATC
L01XX64|[U] entinostat|ATC
L01XX65|[U] alpelisib|ATC
L01XX66|selinexor|ATC
L01XX67|tagraxofusp|ATC
L01XX68|[U] belotecan|ATC
L01XX69|lurbinectedin|ATC
L01XX70|[U] axicabtagene ciloleucel|ATC
L01XX71|[U] tisagenlecleucel|ATC
L01XX72|tazemetostat|ATC
L01XX73|sotorasib|ATC
L01XX74|belzutifan|ATC
L01XX75|tebentafusp|ATC
L01XX77|adagrasib|ATC
L01XX78|navitoclax|ATC
L01XX79|eflornithine|ATC
L01XX80|imetelstat|ATC
L01XX81|nirogacestat|ATC
L01XX82|darinaparsin|ATC
L01XX83|para-toluenesulfonamide|ATC
L01XX84|pelabresib|ATC
L01XX85|idroxioleic acid|ATC
L01XX86|calaspargase pegol|ATC
L01XX87|revumenib|ATC
L01XY01|cytarabine and daunorubicin|ATC
L01XY02|[U] pertuzumab and trastuzumab|ATC
L01XY03|[U] nivolumab and relatlimab|ATC
L01XY04|bifikafusp alfa and onfekafusp alfa|ATC
L02AA01|diethylstilbestrol; oral|ATC
L02AA02|polyestradiol phosphate; parenteral|ATC
L02AA03|ethinylestradiol; oral|ATC
L02AA04|fosfestrol; oral, parenteral|ATC
L02AB01|megestrol; oral|ATC
L02AB02|medroxyprogesterone; oral, parenteral|ATC
L02AB03|gestonorone; parenteral|ATC
L02AE01|buserelin; implant, nasal, parenteral|ATC
L02AE02|leuprorelin; implant, parenteral|ATC
L02AE03|goserelin; implant|ATC
L02AE04|triptorelin; parenteral|ATC
L02AE05|histrelin; implant|ATC
L02AE51|leuprorelin and bicalutamide|ATC
L02BA01|tamoxifen; oral|ATC
L02BA02|toremifene; oral|ATC
L02BA03|fulvestrant; parenteral|ATC
L02BA04|elacestrant|ATC
L02BA05|camizestrant|ATC
L02BB01|flutamide; oral|ATC
L02BB02|nilutamide; oral|ATC
L02BB03|bicalutamide; oral|ATC
L02BB04|enzalutamide; oral|ATC
L02BB05|apalutamide; oral|ATC
L02BB06|darolutamide; oral|ATC
L02BG01|aminoglutethimide; oral|ATC
L02BG02|formestane; parenteral|ATC
L02BG03|anastrozole; oral|ATC
L02BG04|letrozole; oral|ATC
L02BG05|vorozole|ATC
L02BG06|exemestane; oral|ATC
L02BX01|abarelix; parenteral|ATC
L02BX02|degarelix; parenteral|ATC
L02BX03|abiraterone; oral|ATC
L02BX04|relugolix; oral|ATC
L02BX53|abiraterone and corticosteroids|ATC
L03AA02|filgrastim; parenteral|ATC
L03AA03|molgramostim; parenteral|ATC
L03AA09|sargramostim; parenteral|ATC
L03AA10|lenograstim; parenteral|ATC
L03AA12|ancestim; parenteral|ATC
L03AA13|pegfilgrastim; parenteral|ATC
L03AA14|lipegfilgrastim; parenteral|ATC
L03AA15|balugrastim|ATC
L03AA16|empegfilgrastim|ATC
L03AA17|pegteograstim; parenteral|ATC
L03AA18|efbemalenograstim alfa|ATC
L03AA19|eflapegrastim|ATC
L03AB01|interferon alfa natural; parenteral|ATC
L03AB02|interferon beta natural; parenteral|ATC
L03AB03|interferon gamma; parenteral|ATC
L03AB04|interferon alfa-2a; parenteral|ATC
L03AB05|interferon alfa-2b; parenteral|ATC
L03AB06|interferon alfa-n1; parenteral|ATC
L03AB07|interferon beta-1a; parenteral|ATC
L03AB08|interferon beta-1b; parenteral|ATC
L03AB09|interferon alfacon-1; parenteral|ATC
L03AB10|peginterferon alfa-2b; parenteral|ATC
L03AB11|peginterferon alfa-2a; parenteral|ATC
L03AB12|albinterferon alfa-2b|ATC
L03AB13|peginterferon beta-1a; parenteral|ATC
L03AB14|cepeginterferon alfa-2b; parenteral|ATC
L03AB15|ropeginterferon alfa-2b|ATC
L03AB16|peginterferon alfacon-2|ATC
